Year,Quarter,Type_of_application,Category_of_leave,Industry,Applications
2014,2014 Q1,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2014,2014 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,4
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",36
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Manufacturing,5
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Construction,1
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,33
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,2
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,62
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,156
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,4
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Real estate activities,6
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",115
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,303
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,18
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Education,737
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,333
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",7047
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,430
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,10
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,81
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",8
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,130
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,501
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",52
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",15
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,94
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,284
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,74
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,597
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1832
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,845
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,36
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1442
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,194
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,43
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Education,910
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1294
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",157
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,133
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,10
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,11
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,4
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,19
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",35
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,15
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,18
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2014,2014 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,239
2014,2014 Q2,Visa,Worker (Previously Tier 2),Manufacturing,671
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",27
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2014,2014 Q2,Visa,Worker (Previously Tier 2),Construction,108
2014,2014 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,200
2014,2014 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,108
2014,2014 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,90
2014,2014 Q2,Visa,Worker (Previously Tier 2),Information and Communications,5849
2014,2014 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1676
2014,2014 Q2,Visa,Worker (Previously Tier 2),Real estate activities,30
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2423
2014,2014 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,143
2014,2014 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,23
2014,2014 Q2,Visa,Worker (Previously Tier 2),Education,583
2014,2014 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,662
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",170
2014,2014 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,114
2014,2014 Q2,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2014,2014 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",14
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,37
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Construction,15
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,32
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,17
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,69
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,227
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,3
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Real estate activities,3
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",239
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,544
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,41
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Education,1691
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,323
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",9924
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,659
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,6
2014,2014 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,87
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,113
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,328
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",31
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,80
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,198
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,49
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,547
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1619
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,846
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,28
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1035
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,167
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,41
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Education,768
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1073
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",136
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,115
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2014,2014 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,3
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,2
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",4
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,17
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,32
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,4
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",37
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,11
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2014,2014 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,21
2014,2014 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",10
2014,2014 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,278
2014,2014 Q3,Visa,Worker (Previously Tier 2),Manufacturing,736
2014,2014 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",30
2014,2014 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",9
2014,2014 Q3,Visa,Worker (Previously Tier 2),Construction,150
2014,2014 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,225
2014,2014 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,97
2014,2014 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,105
2014,2014 Q3,Visa,Worker (Previously Tier 2),Information and Communications,6186
2014,2014 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1986
2014,2014 Q3,Visa,Worker (Previously Tier 2),Real estate activities,32
2014,2014 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3126
2014,2014 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,167
2014,2014 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,47
2014,2014 Q3,Visa,Worker (Previously Tier 2),Education,969
2014,2014 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,881
2014,2014 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",226
2014,2014 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,148
2014,2014 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2014,2014 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,6
